Employee_ID,Age,first_name,last_name,gender,Department,Job_Role,Education_Level,Marital_Status,Job_Tenure,Distance_From_Home,Gender_Clean,Performance_Rating,Last_Promotion_Year,Training_Hours,Work_Life_Balance,Job_Satisfaction,attrition,Exit_Interview_Score,Attrition_Flag,Years_Since_Promotion,Tenure_Bucket,Age_Group,Distance_Band,Promo_Gap_Bucket,Salary_Band,Exit_Score_Category,Performance_Category,Satisfaction_Category,WLB_Category,Attrition_Risk_Score,Risk_Segment
517,53,Umeko,Churchward,Female,HR,Senior Developer,Bachelor's,Single,11,34,Female,4,2016,34,1,2,False,,0,8,11–20 yrs,46–55,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Low,Very Poor,3.318,High Risk
518,35,Brandice,Madeley,Female,HR,Data Analyst,Master's,Married,5,20,Female,1,2023,198,1,2,False,,0,1,3–5 yrs,26–35,Medium (11–25 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Low,Very Poor,3.54,High Risk
519,52,Ivy,Spread,Female,Sales,HR Specialist,Master's,Single,9,45,Female,4,2011,160,4,1,False,,0,13,6–10 yrs,46–55,Far (26–50 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Very Low,Good,3.14,High Risk
520,43,Bucky,Jaxon,Male,HR,Manager,Bachelor's,Single,11,41,Male,1,2019,110,5,3,False,,0,5,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Neutral,Excellent,2.482,Medium Risk
521,37,Gretchen,Baston,Female,HR,Senior Developer,PhD,Married,2,15,Female,4,2011,59,4,2,False,,0,13,0–2 yrs,36–45,Medium (11–25 km),12+ yrs,Band 1 – Low,N/A (Still Employed),Good,Low,Good,2.78,Medium Risk
522,22,Bastian,Ratlee,Male,Sales,Marketing Lead,PhD,Single,17,15,Male,1,2012,165,4,1,False,,0,12,11–20 yrs,18–25,Medium (11–25 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Very Low,Good,3.63,High Risk
523,22,Con,Gearing,Female,Finance,HR Specialist,Bachelor's,Married,14,22,Female,4,2022,89,1,5,False,,0,2,11–20 yrs,18–25,Medium (11–25 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Good,Very High,Very Poor,2.094,Low Risk
524,27,Packston,Thaw,Male,Finance,Senior Developer,Master's,Divorced,10,28,Male,1,2018,92,4,4,False,,0,6,6–10 yrs,26–35,Far (26–50 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,High,Good,2.456,Medium Risk
525,29,Cosmo,Rapier,Male,IT,Marketing Lead,Bachelor's,Single,1,31,Male,2,2014,118,3,4,False,,0,10,0–2 yrs,26–35,Far (26–50 km),9–12 yrs,Band 1 – Low,N/A (Still Employed),Below Average,High,Fair,2.712,Medium Risk
526,58,Nicolis,Skeels,Male,Finance,Data Analyst,Master's,Single,8,4,Male,4,2011,141,5,4,False,,0,13,6–10 yrs,55+,Near (≤10 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,High,Excellent,1.908,Low Risk
527,53,Dorry,Rosbrough,Female,Finance,Manager,Master's,Single,11,33,Female,4,2011,200,1,5,False,,0,13,11–20 yrs,46–55,Far (26–50 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Very High,Very Poor,2.666,Medium Risk
528,31,Joete,Lightbourne,Female,Finance,HR Specialist,PhD,Married,11,28,Female,3,2017,15,5,5,False,,0,7,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Very High,Excellent,1.556,Low Risk
529,27,Sebastian,Fowlds,Male,HR,Data Analyst,Master's,Married,8,42,Male,4,2013,87,5,5,False,,0,11,6–10 yrs,26–35,Far (26–50 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Very High,Excellent,1.584,Low Risk
530,54,Jordana,Giovannelli,Female,Finance,Developer,Bachelor's,Married,7,4,Female,2,2010,80,1,2,False,,0,14,6–10 yrs,46–55,Near (≤10 km),12+ yrs,Band 1 – Low,N/A (Still Employed),Below Average,Low,Very Poor,3.958,High Risk
531,26,Linn,Chyuerton,Male,HR,Manager,PhD,Divorced,18,20,Male,2,2019,127,4,4,False,,0,5,11–20 yrs,26–35,Medium (11–25 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Below Average,High,Good,2.19,Low Risk
532,28,Bennie,Franciottoi,Male,HR,Manager,PhD,Married,2,8,Male,3,2018,61,4,2,False,,0,6,0–2 yrs,26–35,Near (≤10 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Average,Low,Good,2.616,Medium Risk
533,38,Karney,Ormes,Male,Operations,Manager,Master's,Single,8,18,Male,1,2015,35,1,5,False,,0,9,6–10 yrs,36–45,Medium (11–25 km),9–12 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Very High,Very Poor,3.036,High Risk
534,36,Bondie,Carratt,Male,Sales,Manager,PhD,Married,8,24,Male,2,2010,77,3,5,False,,0,14,6–10 yrs,36–45,Medium (11–25 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Very High,Fair,2.598,Medium Risk
535,51,Halli,Brierley,Female,IT,Marketing Lead,Bachelor's,Married,20,18,Female,5,2013,177,4,4,False,,0,11,11–20 yrs,46–55,Medium (11–25 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Outstanding,High,Good,1.886,Low Risk
536,40,Thorpe,Pabelik,Male,Sales,Data Analyst,Bachelor's,Single,13,23,Male,5,2023,157,1,5,False,,0,1,11–20 yrs,36–45,Medium (11–25 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very High,Very Poor,1.846,Low Risk
537,38,Coralie,Shurmore,Female,Operations,Developer,Bachelor's,Married,17,46,Female,1,2014,130,3,4,False,,0,10,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,High,Fair,2.942,Medium Risk
538,51,Pietra,Griffithe,Female,Marketing,HR Specialist,PhD,Married,11,27,Female,1,2024,106,4,3,False,,0,0,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Neutral,Good,2.454,Medium Risk
539,25,Nobe,Billo,Male,HR,Manager,Bachelor's,Single,6,16,Male,3,2023,84,5,3,False,,0,1,6–10 yrs,18–25,Medium (11–25 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Neutral,Excellent,1.832,Low Risk
540,28,Pembroke,Woolmer,Male,Finance,HR Specialist,PhD,Single,15,21,Male,3,2014,119,4,3,False,1.0,0,10,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,Band 3 – Mid-High,High Dissatisfaction,Average,Neutral,Good,2.542,Medium Risk
541,33,Maridel,Greenslade,Female,Finance,Senior Developer,Master's,Divorced,1,4,Female,4,2016,33,4,4,False,,0,8,0–2 yrs,26–35,Near (≤10 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Good,High,Good,1.908,Low Risk
542,24,Meredith,Louisot,Male,Marketing,Data Analyst,PhD,Married,3,12,Male,5,2021,66,1,3,False,,0,3,3–5 yrs,18–25,Medium (11–25 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Neutral,Very Poor,2.524,Medium Risk
543,40,Lem,Horrod,Male,Operations,Data Analyst,Bachelor's,Married,16,3,Male,5,2015,114,1,3,False,,0,9,11–20 yrs,36–45,Near (≤10 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Neutral,Very Poor,2.806,Medium Risk
544,45,Marten,Seavers,Male,Operations,Manager,Bachelor's,Divorced,3,1,Male,5,2011,153,2,2,False,,0,13,3–5 yrs,36–45,Near (≤10 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Low,Poor,3.052,High Risk
545,42,Jennica,Bartoszinski,Female,IT,Manager,Master's,Single,7,4,Female,1,2023,81,3,3,False,,0,1,6–10 yrs,36–45,Near (≤10 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Neutral,Fair,2.708,Medium Risk
546,49,Benetta,Jerdon,Female,HR,Data Analyst,PhD,Married,2,43,Female,2,2023,133,5,5,True,4.0,1,1,0–2 yrs,46–55,Far (26–50 km),0–2 yrs,Band 1 – Low,Low Dissatisfaction,Below Average,Very High,Excellent,1.486,Low Risk
547,29,Domingo,Swindle,Male,Marketing,HR Specialist,Bachelor's,Married,5,48,Male,5,2012,82,1,3,False,,0,12,3–5 yrs,26–35,Far (26–50 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Neutral,Very Poor,3.046,High Risk
548,28,Windy,Hyam,Female,Marketing,Developer,Bachelor's,Divorced,7,21,Female,3,2014,189,2,1,False,,0,10,6–10 yrs,26–35,Medium (11–25 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Very Low,Poor,3.642,High Risk
549,24,Bondon,Fullun,Male,Marketing,Senior Developer,Bachelor's,Married,5,14,Male,1,2011,146,3,2,False,,0,13,3–5 yrs,18–25,Medium (11–25 km),12+ yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Low,Fair,3.628,High Risk
550,22,Glendon,Civitillo,Male,HR,Data Analyst,Master's,Single,3,19,Male,2,2018,139,4,3,False,,0,6,3–5 yrs,18–25,Medium (11–25 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Neutral,Good,2.538,Medium Risk
551,30,Averil,O'Moylan,Female,HR,Developer,PhD,Single,6,31,Female,5,2019,72,3,2,False,,0,5,6–10 yrs,26–35,Far (26–50 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Low,Fair,2.462,Medium Risk
552,32,Lesly,Mansion,Female,HR,HR Specialist,PhD,Married,19,18,Female,1,2013,107,2,5,False,,0,11,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Needs Improvement,Very High,Poor,2.886,Medium Risk
553,43,Ynes,Fewlass,Female,HR,Marketing Lead,Master's,Single,18,39,Female,5,2023,14,2,5,False,,0,1,11–20 yrs,36–45,Far (26–50 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very High,Poor,1.628,Low Risk
554,44,Vite,Wooller,Male,Sales,Manager,Bachelor's,Married,7,7,Male,1,2018,137,4,2,False,,0,6,6–10 yrs,36–45,Near (≤10 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Low,Good,3.014,High Risk
555,50,Evangelin,Wabb,Genderfluid,Marketing,Marketing Lead,Bachelor's,Single,8,28,Non-Binary / Other,5,2024,196,2,1,False,,0,0,6–10 yrs,46–55,Far (26–50 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Very Low,Poor,2.756,Medium Risk
556,39,Brandy,Boor,Non-binary,Sales,Data Analyst,PhD,Single,17,12,Non-Binary / Other,5,2019,110,3,5,True,4.0,1,5,11–20 yrs,36–45,Medium (11–25 km),3–5 yrs,Band 4 – High,Low Dissatisfaction,Outstanding,Very High,Fair,1.524,Low Risk
557,27,Norris,Gatiss,Male,IT,HR Specialist,Master's,Single,3,17,Male,2,2018,105,1,4,True,4.0,1,6,3–5 yrs,26–35,Medium (11–25 km),6–8 yrs,Band 1 – Low,Low Dissatisfaction,Below Average,High,Very Poor,2.984,High Risk
558,45,Muhammad,Eilert,Male,Marketing,HR Specialist,Master's,Single,14,32,Male,2,2014,149,3,5,False,,0,10,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Very High,Fair,2.414,Medium Risk
559,43,Ally,Benedetti,Polygender,HR,HR Specialist,Bachelor's,Married,15,24,Non-Binary / Other,3,2016,192,1,3,False,,0,8,11–20 yrs,36–45,Medium (11–25 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Neutral,Very Poor,3.198,High Risk
560,33,Myra,Bein,Female,Operations,HR Specialist,Master's,Married,10,22,Female,1,2019,37,4,1,False,,0,5,6–10 yrs,26–35,Medium (11–25 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Very Low,Good,3.294,High Risk
561,29,Giraldo,Pyrah,Male,Operations,Data Analyst,Bachelor's,Married,6,20,Male,2,2010,125,4,5,False,2.0,0,14,6–10 yrs,26–35,Medium (11–25 km),12+ yrs,Band 1 – Low,High Dissatisfaction,Below Average,Very High,Good,2.34,Low Risk
562,47,Cesya,Cousens,Female,HR,Manager,PhD,Married,7,8,Female,1,2018,67,2,2,False,,0,6,6–10 yrs,46–55,Near (≤10 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Low,Poor,3.516,High Risk
563,47,Darby,Warbys,Female,HR,Marketing Lead,Bachelor's,Divorced,8,7,Female,3,2021,157,3,3,False,,0,3,6–10 yrs,46–55,Near (≤10 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Neutral,Fair,2.414,Medium Risk
564,51,Geoffry,Colecrough,Male,Sales,Senior Developer,Bachelor's,Divorced,14,43,Male,2,2024,16,3,5,False,,0,0,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Very High,Fair,1.936,Low Risk
565,39,Dacie,Strafen,Female,HR,Manager,Bachelor's,Married,6,1,Female,2,2011,111,3,2,False,,0,13,6–10 yrs,36–45,Near (≤10 km),12+ yrs,Band 1 – Low,N/A (Still Employed),Below Average,Low,Fair,3.402,High Risk
566,46,Melodie,Bevans,Female,Marketing,HR Specialist,Bachelor's,Single,20,44,Female,1,2019,69,4,4,False,,0,5,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Needs Improvement,High,Good,2.438,Medium Risk
567,52,Kristien,Grundon,Female,Finance,Data Analyst,Bachelor's,Divorced,8,36,Female,2,2017,124,3,3,False,,0,7,6–10 yrs,46–55,Far (26–50 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Neutral,Fair,2.872,Medium Risk
568,48,Bendite,Grundle,Female,Marketing,HR Specialist,Bachelor's,Divorced,10,50,Female,3,2024,104,4,5,False,,0,0,6–10 yrs,46–55,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Very High,Good,1.5,Low Risk
569,32,Dominic,Ilyinski,Male,Operations,Manager,Master's,Single,10,9,Male,3,2024,132,3,1,False,,0,0,6–10 yrs,26–35,Near (≤10 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Very Low,Fair,2.868,Medium Risk
570,29,Friedrich,Liversedge,Male,IT,Marketing Lead,PhD,Married,19,22,Male,4,2014,154,5,4,False,,0,10,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Good,High,Excellent,1.794,Low Risk
571,30,Ervin,Langfitt,Male,Marketing,Marketing Lead,PhD,Single,15,24,Male,2,2020,37,3,5,False,,0,4,11–20 yrs,26–35,Medium (11–25 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Very High,Fair,2.098,Low Risk
572,25,Marybeth,Glide,Female,HR,Developer,PhD,Married,7,48,Female,1,2010,174,5,4,False,,0,14,6–10 yrs,18–25,Far (26–50 km),12+ yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,High,Excellent,2.646,Medium Risk
573,32,Dehlia,O'Feeny,Female,Marketing,Developer,PhD,Single,9,24,Female,3,2010,89,1,4,False,,0,14,6–10 yrs,26–35,Medium (11–25 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,High,Very Poor,3.198,High Risk
574,28,Evelin,Nurny,Male,Marketing,Data Analyst,Bachelor's,Single,16,48,Male,5,2015,95,2,5,False,,0,9,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very High,Poor,2.046,Low Risk
575,48,Glynn,Kaesmakers,Non-binary,Sales,Developer,Bachelor's,Divorced,3,50,Non-Binary / Other,3,2016,46,2,4,False,,0,8,3–5 yrs,46–55,Far (26–50 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Average,High,Poor,2.7,Medium Risk
576,59,Wells,Tweedie,Male,Finance,HR Specialist,Bachelor's,Single,12,38,Male,4,2014,171,5,1,False,,0,10,11–20 yrs,55+,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Very Low,Excellent,2.726,Medium Risk
577,52,Mehetabel,Nuth,Female,Operations,Manager,Master's,Married,13,34,Female,4,2013,31,3,2,False,,0,11,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Low,Fair,2.968,High Risk
578,58,Ripley,Dunridge,Male,Marketing,Data Analyst,Bachelor's,Single,13,39,Male,4,2015,34,1,1,False,,0,9,11–20 yrs,55+,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Very Low,Very Poor,3.678,High Risk
579,50,Jessamyn,Cote,Female,Operations,Data Analyst,Bachelor's,Married,6,24,Female,5,2024,153,2,5,False,,0,0,6–10 yrs,46–55,Medium (11–25 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Very High,Poor,1.548,Low Risk
580,33,Tiphani,Hoys,Bigender,IT,Manager,Master's,Single,16,16,Non-Binary / Other,4,2022,53,3,4,False,5.0,0,2,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,Band 4 – High,Low Dissatisfaction,Good,High,Fair,1.882,Low Risk
581,46,Charis,Laurenson,Female,Marketing,Developer,Master's,Divorced,15,42,Female,2,2010,63,5,5,True,4.0,1,14,11–20 yrs,46–55,Far (26–50 km),12+ yrs,Band 3 – Mid-High,Low Dissatisfaction,Below Average,Very High,Excellent,2.134,Low Risk
582,44,Allistir,Dexter,Male,Finance,Marketing Lead,Bachelor's,Married,14,18,Male,3,2012,135,3,1,False,,0,12,11–20 yrs,36–45,Medium (11–25 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Very Low,Fair,3.486,High Risk
583,23,Jerrilee,Lackie,Female,Operations,Developer,Bachelor's,Married,17,14,Female,2,2013,161,3,3,False,,0,11,11–20 yrs,18–25,Medium (11–25 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Below Average,Neutral,Fair,3.028,High Risk
584,30,Tadeas,Fumagallo,Male,Finance,Manager,PhD,Single,20,38,Male,2,2018,73,3,4,False,,0,6,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Below Average,High,Fair,2.526,Medium Risk
585,52,Myrah,Horbart,Female,Finance,HR Specialist,Bachelor's,Divorced,14,25,Female,3,2023,31,2,2,False,,0,1,11–20 yrs,46–55,Medium (11–25 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Low,Poor,2.9,Medium Risk
586,53,Ken,Fewless,Male,Finance,Developer,Bachelor's,Divorced,5,6,Male,4,2021,46,5,1,False,,0,3,3–5 yrs,46–55,Near (≤10 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Very Low,Excellent,2.312,Low Risk
587,29,Daven,Deverell,Male,Finance,Data Analyst,Bachelor's,Divorced,16,7,Male,1,2015,113,3,3,False,,0,9,11–20 yrs,26–35,Near (≤10 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Neutral,Fair,3.114,High Risk
588,48,Brana,Rosgen,Female,Operations,Senior Developer,Master's,Married,1,9,Female,5,2024,167,4,1,False,,0,0,0–2 yrs,46–55,Near (≤10 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Outstanding,Very Low,Good,2.218,Low Risk
589,50,Lauree,Gorringe,Bigender,Operations,Senior Developer,Master's,Married,13,41,Non-Binary / Other,5,2022,131,4,3,False,,0,2,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Neutral,Good,1.782,Low Risk
590,24,Cam,Philbrook,Male,Sales,Marketing Lead,Bachelor's,Divorced,14,48,Male,3,2020,143,3,5,False,,0,4,11–20 yrs,18–25,Far (26–50 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Very High,Fair,1.946,Low Risk
591,26,Alaster,Tallon,Male,Finance,Manager,PhD,Divorced,3,39,Male,2,2024,195,2,3,False,,0,0,3–5 yrs,26–35,Far (26–50 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Neutral,Poor,2.778,Medium Risk
592,38,Jamison,Aven,Male,Sales,HR Specialist,Master's,Married,10,8,Male,2,2024,155,2,1,False,,0,0,6–10 yrs,36–45,Near (≤10 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Very Low,Poor,3.316,High Risk
593,42,Griffith,Teape,Male,Marketing,Data Analyst,Bachelor's,Single,20,3,Male,4,2010,69,2,5,False,,0,14,11–20 yrs,36–45,Near (≤10 km),12+ yrs,Band 4 – High,N/A (Still Employed),Good,Very High,Poor,2.406,Medium Risk
594,22,Elfrieda,Keggins,Female,Marketing,Senior Developer,PhD,Divorced,18,38,Female,4,2013,25,5,4,False,,0,11,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Good,High,Excellent,1.876,Low Risk
595,55,Ford,Bullard,Male,Sales,Developer,Bachelor's,Single,5,42,Male,4,2017,136,3,4,False,,0,7,3–5 yrs,46–55,Far (26–50 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,High,Fair,2.184,Low Risk
596,58,Elane,Eldrid,Female,HR,Data Analyst,Bachelor's,Single,18,13,Female,4,2011,74,4,2,False,,0,13,11–20 yrs,55+,Medium (11–25 km),12+ yrs,Band 4 – High,N/A (Still Employed),Good,Low,Good,2.776,Medium Risk
597,58,Ashil,Fenkel,Female,Finance,HR Specialist,Bachelor's,Married,6,13,Female,5,2022,115,3,4,False,,0,2,6–10 yrs,55+,Medium (11–25 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,High,Fair,1.676,Low Risk
598,36,Buddy,Fowkes,Male,Finance,Manager,Bachelor's,Divorced,9,46,Male,3,2019,89,2,2,False,,0,5,6–10 yrs,36–45,Far (26–50 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Low,Poor,3.142,High Risk
599,43,Madelene,Pellington,Female,Marketing,Data Analyst,Master's,Divorced,13,29,Female,3,2024,199,1,4,False,,0,0,11–20 yrs,36–45,Far (26–50 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,High,Very Poor,2.508,Medium Risk
600,55,Harlin,Facer,Male,Operations,Data Analyst,PhD,Married,15,7,Male,5,2019,96,2,3,False,,0,5,11–20 yrs,46–55,Near (≤10 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Neutral,Poor,2.364,Medium Risk
601,55,Rochette,Hadcock,Bigender,Sales,Developer,Bachelor's,Married,10,5,Non-Binary / Other,1,2021,48,5,5,False,,0,3,6–10 yrs,46–55,Near (≤10 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Very High,Excellent,1.71,Low Risk
602,28,Morgen,Pankethman,Male,Finance,HR Specialist,Bachelor's,Single,15,35,Male,5,2023,19,3,3,False,2.0,0,1,11–20 yrs,26–35,Far (26–50 km),0–2 yrs,Band 4 – High,High Dissatisfaction,Outstanding,Neutral,Fair,1.97,Low Risk
603,49,Llewellyn,Merigeau,Male,Marketing,Manager,Bachelor's,Divorced,10,40,Male,4,2022,92,2,3,False,4.0,0,2,6–10 yrs,46–55,Far (26–50 km),0–2 yrs,Band 3 – Mid-High,Low Dissatisfaction,Good,Neutral,Poor,2.48,Medium Risk
604,37,Julia,Skermer,Female,Finance,Data Analyst,Master's,Married,13,22,Female,4,2022,186,5,2,False,,0,2,11–20 yrs,36–45,Medium (11–25 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Low,Excellent,1.994,Low Risk
605,52,Jackie,Giacobo,Male,Operations,HR Specialist,Master's,Married,18,20,Male,2,2010,154,1,5,False,,0,14,11–20 yrs,46–55,Medium (11–25 km),12+ yrs,Band 4 – High,N/A (Still Employed),Below Average,Very High,Very Poor,3.09,High Risk
606,44,Robbie,Turmall,Female,Sales,Data Analyst,PhD,Divorced,20,47,Female,5,2015,163,3,5,False,,0,9,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very High,Fair,1.794,Low Risk
607,46,Barbra,Cisar,Female,HR,Senior Developer,Bachelor's,Single,16,31,Female,3,2011,114,3,4,False,,0,13,11–20 yrs,46–55,Far (26–50 km),12+ yrs,Band 4 – High,N/A (Still Employed),Average,High,Fair,2.662,Medium Risk
608,31,Chlo,Killingsworth,Female,IT,Senior Developer,PhD,Divorced,3,49,Female,3,2016,11,5,2,False,1.0,0,8,3–5 yrs,26–35,Far (26–50 km),6–8 yrs,Band 1 – Low,High Dissatisfaction,Average,Low,Excellent,2.548,Medium Risk
609,57,Irina,Halse,Female,Marketing,Manager,Bachelor's,Single,11,13,Female,1,2019,78,5,5,False,,0,5,11–20 yrs,55+,Medium (11–25 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Very High,Excellent,1.826,Low Risk
610,25,Ayn,Bartzen,Female,Marketing,Senior Developer,Bachelor's,Married,5,35,Female,4,2021,186,4,5,False,,0,3,3–5 yrs,18–25,Far (26–50 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Very High,Good,1.42,Low Risk
611,22,Tera,Hissett,Female,IT,Manager,Bachelor's,Married,16,47,Female,2,2019,63,4,3,False,,0,5,11–20 yrs,18–25,Far (26–50 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Neutral,Good,2.544,Medium Risk
612,32,Andie,Nelson,Female,IT,Data Analyst,Bachelor's,Single,7,10,Female,1,2024,153,5,1,False,,0,0,6–10 yrs,26–35,Near (≤10 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Very Low,Excellent,2.77,Medium Risk
613,54,Kristan,Andretti,Female,Marketing,Marketing Lead,Bachelor's,Divorced,5,3,Female,5,2011,135,2,5,False,,0,13,3–5 yrs,46–55,Near (≤10 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Very High,Poor,2.156,Low Risk
614,52,Priscella,Titford,Female,HR,Senior Developer,Master's,Single,7,9,Female,3,2024,149,3,1,False,,0,0,6–10 yrs,46–55,Near (≤10 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Very Low,Fair,2.868,Medium Risk
615,53,Cathy,Edghinn,Female,Marketing,HR Specialist,PhD,Divorced,1,13,Female,5,2018,137,2,3,False,,0,6,0–2 yrs,46–55,Medium (11–25 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Outstanding,Neutral,Poor,2.426,Medium Risk
616,32,Tallie,Sangra,Male,IT,HR Specialist,PhD,Married,1,27,Male,4,2017,90,5,5,False,,0,7,0–2 yrs,26–35,Far (26–50 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Good,Very High,Excellent,1.354,Low Risk
617,26,Elenore,de Quesne,Female,Finance,Manager,Master's,Married,17,36,Female,3,2012,176,5,1,False,,0,12,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Average,Very Low,Excellent,3.022,High Risk
